Namespace(activation='maxmin', batch_size=128, block_size=4, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, n=10000, opt_level='O2', out_dir='LipConvnet_cifar10_n=10000_4_soc_32_maxmin_cr0.0', seed=0, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
35 	 33.2 	 0.1000 	 -0.8184 	 -0.7475
36 	 33.2 	 0.1000 	 -0.7991 	 -0.8398
37 	 33.2 	 0.1000 	 -0.7462 	 -0.7900
38 	 32.4 	 0.1000 	 -0.6823 	 -0.7223
39 	 33.2 	 0.1000 	 -0.7628 	 -0.8461
40 	 33.1 	 0.1000 	 -0.5779 	 -0.7631
41 	 34.3 	 0.1000 	 -0.7698 	 -0.8884
42 	 32.4 	 0.1000 	 -0.8224 	 -0.8197
43 	 33.2 	 0.1000 	 -0.7824 	 -0.8270
44 	 33.2 	 0.1000 	 -0.7529 	 -0.7814
45 	 33.2 	 0.1000 	 -0.6325 	 -0.8243
46 	 33.1 	 0.1000 	 -0.8267 	 -0.7101
47 	 32.4 	 0.1000 	 -0.7763 	 -0.7625
48 	 33.2 	 0.1000 	 -0.8028 	 -0.8145
49 	 33.2 	 0.1000 	 -0.7022 	 -0.6514
50 	 33.3 	 0.1000 	 -0.8304 	 -0.6718
51 	 33.2 	 0.1000 	 -0.6892 	 -0.8544
52 	 32.4 	 0.1000 	 -0.7470 	 -0.8375
53 	 33.2 	 0.1000 	 -0.7634 	 -0.7091
54 	 33.2 	 0.1000 	 -0.8617 	 -0.8410
55 	 34.4 	 0.1000 	 -0.8120 	 -0.8938
56 	 33.2 	 0.1000 	 -0.8089 	 -0.8544
57 	 32.5 	 0.1000 	 -0.8842 	 -0.7877
58 	 33.2 	 0.1000 	 -0.7905 	 -0.7785
59 	 33.2 	 0.1000 	 -0.6524 	 -0.6980
60 	 33.2 	 0.1000 	 -0.7039 	 -0.7916
61 	 32.3 	 0.1000 	 -0.8458 	 -0.5992
62 	 33.2 	 0.1000 	 -0.8244 	 -0.6157
63 	 33.1 	 0.1000 	 -0.8211 	 -0.7914
64 	 33.2 	 0.1000 	 -0.5764 	 -0.7994
65 	 33.2 	 0.1000 	 -0.7383 	 -0.6955
66 	 32.4 	 0.1000 	 -0.7847 	 -0.8066
67 	 34.3 	 0.1000 	 -0.7793 	 -0.9318
68 	 33.2 	 0.1000 	 -0.8481 	 -0.8171
69 	 33.2 	 0.1000 	 -0.7416 	 -0.7513
70 	 33.2 	 0.1000 	 -0.8464 	 -0.8340
71 	 32.4 	 0.1000 	 -0.7035 	 -0.9012
72 	 33.1 	 0.1000 	 -0.7542 	 -0.7616
73 	 33.3 	 0.1000 	 -0.6080 	 -0.7873
74 	 33.3 	 0.1000 	 -0.8845 	 -0.8981
75 	 33.2 	 0.1000 	 -0.7498 	 -0.7777
76 	 32.4 	 0.1000 	 -0.8049 	 -0.8571
77 	 33.2 	 0.1000 	 -0.6923 	 -0.6827
78 	 33.2 	 0.1000 	 -0.8866 	 -0.7954
79 	 33.2 	 0.1000 	 -0.7788 	 -0.8645
80 	 32.4 	 0.1000 	 -0.8283 	 -0.7088
81 	 33.2 	 0.1000 	 -0.7089 	 -0.8127
82 	 33.2 	 0.1000 	 -0.7926 	 -0.7293
83 	 33.2 	 0.1000 	 -0.6348 	 -0.6133
84 	 33.2 	 0.1000 	 -0.7065 	 -0.7270
85 	 32.3 	 0.1000 	 -0.8472 	 -0.7485
86 	 33.3 	 0.1000 	 -0.7361 	 -0.7131
87 	 33.1 	 0.1000 	 -0.9730 	 -0.7898
88 	 33.2 	 0.1000 	 -0.7172 	 -0.8680
89 	 33.2 	 0.1000 	 -0.6459 	 -0.7694
90 	 32.4 	 0.1000 	 -0.5970 	 -0.6774
91 	 33.1 	 0.1000 	 -0.6789 	 -0.6886
92 	 33.2 	 0.1000 	 -0.6335 	 -0.8848
93 	 33.2 	 0.1000 	 -0.9437 	 -0.8561
94 	 33.2 	 0.1000 	 -0.6907 	 -0.6447
95 	 32.4 	 0.1000 	 -0.7781 	 -0.8404
96 	 33.1 	 0.1000 	 -0.8240 	 -0.8020
97 	 33.2 	 0.1000 	 -0.7311 	 -0.8077
98 	 33.2 	 0.1000 	 -0.8109 	 -0.7997
99 	 32.4 	 0.0100 	 -0.7859 	 -0.8027
100 	 33.2 	 0.0100 	 -0.7920 	 -0.7069
101 	 33.2 	 0.0100 	 -0.9089 	 -0.8177
102 	 33.2 	 0.0100 	 -0.8533 	 -0.7907
103 	 33.2 	 0.0100 	 -0.7303 	 -0.7261
104 	 32.3 	 0.0100 	 -0.9580 	 -0.8655
105 	 34.8 	 0.0100 	 -0.9721 	 -1.0758
106 	 33.2 	 0.0100 	 -0.8235 	 -0.9808
107 	 33.2 	 0.0100 	 -0.8996 	 -0.8856
108 	 33.2 	 0.0100 	 -0.8448 	 -0.7749
109 	 32.4 	 0.0100 	 -0.8220 	 -0.7890
110 	 33.2 	 0.0100 	 -0.8393 	 -0.8932
111 	 33.2 	 0.0100 	 -0.8252 	 -0.7920
112 	 35.6 	 0.0100 	 -0.7873 	 -1.1479
113 	 33.2 	 0.0100 	 -0.9310 	 -0.8709
114 	 32.4 	 0.0100 	 -0.8923 	 -0.8504
115 	 33.2 	 0.0100 	 -0.9275 	 -0.8892
116 	 33.2 	 0.0100 	 -0.9145 	 -0.8792
117 	 33.1 	 0.0100 	 -0.9663 	 -0.9432
118 	 33.2 	 0.0100 	 -0.7951 	 -0.7985
119 	 32.4 	 0.0100 	 -0.7626 	 -0.8685
120 	 33.2 	 0.0100 	 -0.7881 	 -0.8138
121 	 33.1 	 0.0100 	 -0.7937 	 -0.8100
122 	 33.1 	 0.0100 	 -0.7752 	 -0.8634
123 	 32.4 	 0.0100 	 -0.8613 	 -0.7716
124 	 33.2 	 0.0100 	 -0.8580 	 -0.8663
125 	 33.2 	 0.0100 	 -0.8702 	 -0.8104
126 	 33.2 	 0.0100 	 -0.8342 	 -0.8940
127 	 33.2 	 0.0100 	 -0.8851 	 -0.8769
128 	 32.3 	 0.0100 	 -0.8632 	 -0.8419
129 	 33.2 	 0.0100 	 -0.8817 	 -0.8586
130 	 33.2 	 0.0100 	 -0.9005 	 -0.9658
131 	 33.2 	 0.0100 	 -1.0046 	 -0.9033
132 	 33.3 	 0.0100 	 -0.8993 	 -0.8851
133 	 32.4 	 0.0100 	 -0.9383 	 -0.8858
134 	 33.2 	 0.0100 	 -0.8589 	 -1.0374
135 	 33.3 	 0.0100 	 -0.7760 	 -0.8553
136 	 33.2 	 0.0100 	 -0.9429 	 -0.8817
137 	 33.1 	 0.0100 	 -0.9506 	 -0.9509
138 	 32.4 	 0.0100 	 -0.8281 	 -0.8677
139 	 33.1 	 0.0100 	 -0.9312 	 -0.8056
140 	 33.2 	 0.0100 	 -0.9250 	 -0.8487
141 	 33.2 	 0.0100 	 -0.8056 	 -0.8575
142 	 32.4 	 0.0100 	 -0.7574 	 -0.8600
143 	 33.2 	 0.0100 	 -0.9030 	 -1.0401
144 	 33.2 	 0.0100 	 -0.8964 	 -0.8604
145 	 33.2 	 0.0100 	 -0.8620 	 -0.9429
146 	 33.3 	 0.0100 	 -0.9894 	 -0.8467
147 	 32.4 	 0.0100 	 -0.9273 	 -0.8194
148 	 33.2 	 0.0100 	 -0.8812 	 -0.8895
149 	 33.2 	 0.0010 	 -0.7839 	 -0.8767
150 	 33.2 	 0.0010 	 -0.8966 	 -0.9874
151 	 33.2 	 0.0010 	 -0.8875 	 -0.8947
152 	 32.4 	 0.0010 	 -0.9540 	 -1.0071
153 	 33.2 	 0.0010 	 -0.7491 	 -0.9306
154 	 33.2 	 0.0010 	 -0.8655 	 -0.9077
155 	 33.2 	 0.0010 	 -0.7898 	 -0.7082
156 	 33.2 	 0.0010 	 -0.8973 	 -1.0681
157 	 32.4 	 0.0010 	 -1.0111 	 -0.8653
158 	 33.2 	 0.0010 	 -0.9270 	 -0.7815
159 	 33.2 	 0.0010 	 -0.9434 	 -0.8905
160 	 33.1 	 0.0010 	 -0.8715 	 -1.0590
161 	 32.4 	 0.0010 	 -0.9977 	 -0.8166
162 	 33.2 	 0.0010 	 -0.9213 	 -0.8147
163 	 33.2 	 0.0010 	 -1.1166 	 -0.8302
164 	 33.2 	 0.0010 	 -0.9870 	 -0.9153
165 	 33.2 	 0.0010 	 -0.8569 	 -0.9144
166 	 32.4 	 0.0010 	 -0.7469 	 -0.8998
167 	 33.2 	 0.0010 	 -0.8650 	 -0.8219
168 	 33.2 	 0.0010 	 -0.8296 	 -0.8451
169 	 33.2 	 0.0010 	 -0.9364 	 -0.9291
170 	 33.2 	 0.0010 	 -0.8289 	 -0.8317
171 	 32.4 	 0.0010 	 -0.9374 	 -0.9046
172 	 33.2 	 0.0010 	 -0.8929 	 -0.8932
173 	 33.1 	 0.0010 	 -0.9071 	 -1.0447
174 	 33.2 	 0.0010 	 -0.9432 	 -0.8357
175 	 33.2 	 0.0010 	 -0.7569 	 -0.8354
176 	 32.4 	 0.0010 	 -1.0213 	 -0.8230
177 	 35.2 	 0.0010 	 -0.7981 	 -1.1618
178 	 33.2 	 0.0010 	 -1.0877 	 -0.9561
179 	 33.2 	 0.0010 	 -0.9343 	 -0.7904
180 	 32.4 	 0.0010 	 -0.9621 	 -0.9234
181 	 33.1 	 0.0010 	 -0.9216 	 -0.9771
182 	 33.2 	 0.0010 	 -0.9287 	 -0.9508
183 	 33.2 	 0.0010 	 -0.9081 	 -0.8880
184 	 33.2 	 0.0010 	 -0.8390 	 -0.9422
185 	 32.3 	 0.0010 	 -0.8313 	 -0.8925
186 	 33.3 	 0.0010 	 -0.7934 	 -0.7689
187 	 33.2 	 0.0010 	 -0.8014 	 -0.8282
188 	 33.2 	 0.0010 	 -0.9885 	 -0.8263
189 	 33.2 	 0.0010 	 -0.9144 	 -0.7255
190 	 32.4 	 0.0010 	 -0.9378 	 -0.8620
191 	 33.2 	 0.0010 	 -1.0469 	 -0.9468
192 	 33.2 	 0.0010 	 -0.8080 	 -0.7574
193 	 33.2 	 0.0010 	 -0.9123 	 -0.9717
194 	 33.2 	 0.0010 	 -0.7308 	 -0.8269
195 	 32.4 	 0.0010 	 -0.8254 	 -1.0882
196 	 33.2 	 0.0010 	 -0.9139 	 -0.8663
197 	 33.1 	 0.0010 	 -0.8655 	 -0.7873
198 	 33.2 	 0.0010 	 -0.8892 	 -0.8483
199 	 32.4 	 0.0010 	 -0.8528 	 -0.8161
Total train time: 118.1582 minutes
Best Epoch 	 Test Loss 	 Test Time
177 	 -0.9211 	 10.0171
Last Epoch 	 Test Loss 	 Test Time
199 	 -0.9463 	 9.9565
